variant,planner,success,path_length,expansions_or_nodes,time,time_wall,plot_path
large_map,Artificial Potential Field,True,68.56812056839482,226,0.5205163955688477,0.5205860137939453,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_153807\dense_forest_large_map.png
large_map,Hybrid A*,True,81.24101535936565,444,0.5266456604003906,0.5271890163421631,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_153807\dense_forest_large_map.png
large_map,DQN Hybrid A*,True,65.91350417524862,105,0.10795187950134277,0.10808277130126953,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_153807\dense_forest_large_map.png
large_map,RRT*,False,0.0,605,1.00087571144104,1.000946283340454,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_153807\dense_forest_large_map.png
small_map,Artificial Potential Field,True,25.703308560151065,83,0.1126406192779541,0.11267423629760742,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_153807\dense_forest_small_map.png
small_map,Hybrid A*,True,30.080545010735204,117,0.13629651069641113,0.13649392127990723,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_153807\dense_forest_small_map.png
small_map,DQN Hybrid A*,True,22.771253306524567,46,0.05293083190917969,0.053019046783447266,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_153807\dense_forest_small_map.png
small_map,RRT*,True,26.73365162792638,29,0.024125337600708008,0.024135589599609375,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_153807\dense_forest_small_map.png
large_gap,Artificial Potential Field,True,43.87126196104833,143,0.2199537754058838,0.21999788284301758,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_153807\dense_forest_large_gap.png
large_gap,Hybrid A*,True,51.31992849910311,214,0.2793397903442383,0.27968382835388184,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_153807\dense_forest_large_gap.png
large_gap,DQN Hybrid A*,True,40.19377251448569,73,0.08226943016052246,0.08239960670471191,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_153807\dense_forest_large_gap.png
large_gap,RRT*,True,41.07715711235943,88,0.04889631271362305,0.04891395568847656,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_153807\dense_forest_large_gap.png
small_gap,Artificial Potential Field,True,46.76641950449538,153,0.21193861961364746,0.21198320388793945,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_153807\dense_forest_small_gap.png
small_gap,Hybrid A*,True,51.247452331541595,248,0.2836439609527588,0.2842845916748047,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_153807\dense_forest_small_gap.png
small_gap,DQN Hybrid A*,True,45.3225003506206,139,0.12085986137390137,0.1210031509399414,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_153807\dense_forest_small_gap.png
small_gap,RRT*,False,0.0,287,1.0002684593200684,1.000309944152832,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_153807\dense_forest_small_gap.png
