variant,planner,success,path_length,expansions_or_nodes,time,time_wall,plot_path
large_map,Artificial Potential Field,True,68.63536983479993,274,0.3395392894744873,0.34055471420288086,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260104_095936\dense_forest_large_map.png
large_map,Hybrid A*,True,80.83441012496091,2353,1.0959007740020752,1.0989608764648438,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260104_095936\dense_forest_large_map.png
large_map,DQN Hybrid A*,True,67.90240055863428,212,0.1003413200378418,0.1003413200378418,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260104_095936\dense_forest_large_map.png
large_map,RRT*,True,66.29707061305926,284,0.5971736907958984,0.5971736907958984,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260104_095936\dense_forest_large_map.png
small_map,Artificial Potential Field,True,25.576916722396348,103,0.05702805519104004,0.05702805519104004,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260104_095936\dense_forest_small_map.png
small_map,Hybrid A*,True,27.963724685564536,735,0.3809471130371094,0.3809471130371094,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260104_095936\dense_forest_small_map.png
small_map,DQN Hybrid A*,True,28.01378620110961,185,0.07851815223693848,0.07851815223693848,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260104_095936\dense_forest_small_map.png
small_map,RRT*,True,27.002542915016363,183,0.09674978256225586,0.09674978256225586,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260104_095936\dense_forest_small_map.png
large_gap,Artificial Potential Field,True,41.43479260493623,166,0.1716315746307373,0.1716315746307373,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260104_095936\dense_forest_large_gap.png
large_gap,Hybrid A*,False,0.0,2448,1.500436782836914,1.5031006336212158,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260104_095936\dense_forest_large_gap.png
large_gap,DQN Hybrid A*,False,0.0,1946,1.0001533031463623,1.0012505054473877,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260104_095936\dense_forest_large_gap.png
large_gap,RRT*,True,38.892316982434934,69,0.038213491439819336,0.038213491439819336,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260104_095936\dense_forest_large_gap.png
small_gap,Artificial Potential Field,False,0.0,168,0.15177631378173828,0.15299415588378906,
small_gap,Hybrid A*,False,0.0,3269,1.5001215934753418,1.5041828155517578,
small_gap,DQN Hybrid A*,False,0.0,2799,1.0002717971801758,1.0013129711151123,
small_gap,RRT*,False,0.0,1642,5.00045371055603,5.00045371055603,
