variant,planner,success,path_length,expansions_or_nodes,time,time_wall,failure_reason,remediations,plot_path
large_map_large_gap,APF,True,69.79523684545504,318,0.25033020973205566,0.25033020973205566,,escape_step,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.6\examples\outputs\20260116_204139\dense_forest_large_map_large_gap.png
large_map_large_gap,Hybrid A*,True,87.17864473769977,488,0.3440382480621338,0.3455691337585449,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.6\examples\outputs\20260116_204139\dense_forest_large_map_large_gap.png
large_map_large_gap,Informed RRT*,True,94.18796155893932,1003,5.000283479690552,5.000283479690552,,explore_step;short_step_retry,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.6\examples\outputs\20260116_204139\dense_forest_large_map_large_gap.png
large_map_small_gap,APF,True,71.19026030258777,327,0.27806639671325684,0.27806639671325684,,escape_step,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.6\examples\outputs\20260116_204139\dense_forest_large_map_small_gap.png
large_map_small_gap,Hybrid A*,True,82.3163054806573,896,0.6459176540374756,0.6494383811950684,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.6\examples\outputs\20260116_204139\dense_forest_large_map_small_gap.png
large_map_small_gap,Informed RRT*,False,0.0,3895,18.1236891746521,18.124691486358643,timeout,explore_step;short_step_retry,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.6\examples\outputs\20260116_204139\dense_forest_large_map_small_gap.png
small_map_large_gap,APF,True,22.168076536228398,100,0.051458120346069336,0.051458120346069336,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.6\examples\outputs\20260116_204139\dense_forest_small_map_large_gap.png
small_map_large_gap,Hybrid A*,True,29.529440616239338,302,0.26117444038391113,0.2621767520904541,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.6\examples\outputs\20260116_204139\dense_forest_small_map_large_gap.png
small_map_large_gap,Informed RRT*,True,33.70125254179258,328,0.35115814208984375,0.35115814208984375,,short_step_retry,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.6\examples\outputs\20260116_204139\dense_forest_small_map_large_gap.png
small_map_small_gap,APF,True,25.585435882283846,116,0.03752923011779785,0.03752923011779785,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.6\examples\outputs\20260116_204139\dense_forest_small_map_small_gap.png
small_map_small_gap,Hybrid A*,True,26.64375997608688,420,0.31307554244995117,0.3153572082519531,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.6\examples\outputs\20260116_204139\dense_forest_small_map_small_gap.png
small_map_small_gap,Informed RRT*,True,29.062267962833673,2077,6.609913110733032,6.609913110733032,,explore_step;short_step_retry,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.6\examples\outputs\20260116_204139\dense_forest_small_map_small_gap.png
real_env1,APF,True,38.87452910031159,174,0.03253936767578125,0.03253936767578125,,escape_step;escape_step;escape_step;escape_step;escape_step;escape_step;escape_step;escape_step,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.6\examples\outputs\20260116_204139\dense_forest_real_env1.png
real_env1,Hybrid A*,True,35.21573342389547,291,0.17845916748046875,0.17845916748046875,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.6\examples\outputs\20260116_204139\dense_forest_real_env1.png
real_env1,Informed RRT*,False,0.0,2202,10.063220262527466,10.063220262527466,timeout,explore_step;short_step_retry,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.6\examples\outputs\20260116_204139\dense_forest_real_env1.png
