variant,planner,success,path_length,expansions_or_nodes,time,time_wall,failure_reason,remediations,postprocess_mode,postprocess_reason,postprocess_improved,postprocess_selected_cost,postprocess_time,plot_path
large_map_large_gap,APF,True,64.38937846288812,312,0.21499896049499512,0.21499896049499512,,,feng,,True,,0.429595947265625,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_145248\dense_forest_large_map_large_gap.png
large_map_large_gap,Hybrid A*,True,76.99081731304064,1148,0.4134252071380615,0.41649556159973145,,,feng,feng_fallback_to_stomp,False,,1.9500257968902588,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_145248\dense_forest_large_map_large_gap.png
large_map_large_gap,D-Hybrid A*,True,60.70335899565141,248,0.07827258110046387,0.07827258110046387,,,feng,,True,,0.43448328971862793,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_145248\dense_forest_large_map_large_gap.png
large_map_large_gap,Informed RRT*,True,62.600169665150545,166,0.06083345413208008,0.06083345413208008,,shrink_step_time;reduce_goal_bias,feng,,True,,0.4311690330505371,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_145248\dense_forest_large_map_large_gap.png
large_map_small_gap,APF,True,70.60399462155235,323,0.2101726531982422,0.21117305755615234,,escape_step,feng,feng_fallback_to_stomp,False,,1.2189016342163086,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_145248\dense_forest_large_map_small_gap.png
large_map_small_gap,Hybrid A*,True,73.0145582898693,888,0.31623196601867676,0.31824660301208496,,,feng,,True,,0.41994452476501465,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_145248\dense_forest_large_map_small_gap.png
large_map_small_gap,D-Hybrid A*,True,62.531249030559486,331,0.10286879539489746,0.10386991500854492,,,feng,feng_fallback_to_stomp,False,,1.44301438331604,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_145248\dense_forest_large_map_small_gap.png
large_map_small_gap,Informed RRT*,True,76.64837589945533,743,0.5152890682220459,0.5152890682220459,,shrink_step_time;reduce_goal_bias,feng,feng_fallback_to_stomp,False,,2.562034845352173,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_145248\dense_forest_large_map_small_gap.png
small_map_large_gap,APF,True,21.475515483978278,100,0.03229045867919922,0.03229045867919922,,,feng,,False,,0.3699452877044678,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_145248\dense_forest_small_map_large_gap.png
small_map_large_gap,Hybrid A*,True,25.10798835666126,534,0.1713559627532959,0.17351317405700684,,,feng,,True,,0.3900332450866699,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_145248\dense_forest_small_map_large_gap.png
small_map_large_gap,D-Hybrid A*,True,20.969492637098853,159,0.04599595069885254,0.04599595069885254,,,feng,,False,,0.4064466953277588,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_145248\dense_forest_small_map_large_gap.png
small_map_large_gap,Informed RRT*,True,23.125860383215503,84,0.023322582244873047,0.023322582244873047,,shrink_step_time;reduce_goal_bias,feng,,False,,0.3246445655822754,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_145248\dense_forest_small_map_large_gap.png
small_map_small_gap,APF,True,25.473591750478544,116,0.034414052963256836,0.034414052963256836,,,feng,feng_fallback_to_stomp,False,,0.5583620071411133,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_145248\dense_forest_small_map_small_gap.png
small_map_small_gap,Hybrid A*,True,27.41306631331695,408,0.12687253952026367,0.12787270545959473,,,feng,feng_fallback_to_stomp,False,,0.6041367053985596,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_145248\dense_forest_small_map_small_gap.png
small_map_small_gap,D-Hybrid A*,True,29.623368375747972,1605,0.5713627338409424,0.5743637084960938,,downweight_dqn;expand_dqn_top_k;force_anchor_cooldown;force_anchor_cooldown;force_anchor_cooldown,feng,feng_fallback_to_stomp,False,,0.746288537979126,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_145248\dense_forest_small_map_small_gap.png
small_map_small_gap,Informed RRT*,True,22.44485663580857,517,0.33895349502563477,0.33895349502563477,,shrink_step_time;reduce_goal_bias,feng,,False,,0.32480525970458984,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_145248\dense_forest_small_map_small_gap.png
