variant,planner,success,path_length,expansions_or_nodes,time,time_wall,plot_path
large_map,Artificial Potential Field,False,0.0,187,0.2847771644592285,0.2847888469696045,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_180527\dense_forest_large_map.png
large_map,Hybrid A*,True,83.22423224770961,514,0.06409144401550293,0.06444883346557617,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_180527\dense_forest_large_map.png
large_map,DQN Hybrid A*,True,65.91350417524862,105,0.024322032928466797,0.024402379989624023,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_180527\dense_forest_large_map.png
large_map,RRT*,True,76.32699713409748,628,0.48375773429870605,0.4837992191314697,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_180527\dense_forest_large_map.png
small_map,Artificial Potential Field,False,0.0,9,0.06283259391784668,0.06284356117248535,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_180527\dense_forest_small_map.png
small_map,Hybrid A*,True,30.29507709194598,125,0.014517068862915039,0.014602899551391602,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_180527\dense_forest_small_map.png
small_map,DQN Hybrid A*,True,22.771253306524567,46,0.010243654251098633,0.010296106338500977,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_180527\dense_forest_small_map.png
small_map,RRT*,True,26.73365162792638,29,0.0057773590087890625,0.005784511566162109,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_180527\dense_forest_small_map.png
large_gap,Artificial Potential Field,False,0.0,96,0.13054347038269043,0.1305530071258545,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_180527\dense_forest_large_gap.png
large_gap,Hybrid A*,True,53.30823419181805,246,0.03137350082397461,0.03157401084899902,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_180527\dense_forest_large_gap.png
large_gap,DQN Hybrid A*,True,40.19377251448569,73,0.017004966735839844,0.017069578170776367,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_180527\dense_forest_large_gap.png
large_gap,RRT*,True,41.07715711235943,88,0.014625310897827148,0.014637231826782227,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_180527\dense_forest_large_gap.png
small_gap,Artificial Potential Field,False,0.0,8,0.1248013973236084,0.12480998039245605,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_180527\dense_forest_small_gap.png
small_gap,Hybrid A*,True,51.26577321665271,248,0.030588388442993164,0.030782461166381836,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_180527\dense_forest_small_gap.png
small_gap,DQN Hybrid A*,True,45.3225003506206,139,0.02669692039489746,0.026797771453857422,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_180527\dense_forest_small_gap.png
small_gap,RRT*,False,0.0,616,1.0003433227539062,1.0003893375396729,E:\tongbu\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20251230_180527\dense_forest_small_gap.png
