variant,planner,success,path_length,expansions_or_nodes,time,time_wall,failure_reason,remediations,postprocess_mode,postprocess_reason,postprocess_improved,postprocess_selected_cost,postprocess_time,plot_path
large_map_large_gap,APF,True,64.44708708864736,309,0.20573687553405762,0.20578241348266602,,,feng,,True,,0.3439900875091553,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_153814\dense_forest_large_map_large_gap.png
large_map_large_gap,Hybrid A*,True,76.90665237480901,1148,0.3917982578277588,0.3932337760925293,,,feng,feng_fallback_to_stomp,False,,1.2735662460327148,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_153814\dense_forest_large_map_large_gap.png
large_map_large_gap,D-Hybrid A*,True,60.75498998650116,248,0.06805682182312012,0.06828618049621582,,,feng,,True,,0.3195614814758301,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_153814\dense_forest_large_map_large_gap.png
large_map_large_gap,Informed RRT*,True,62.475632710193125,166,0.040430307388305664,0.04046511650085449,,shrink_step_time;reduce_goal_bias,feng,,True,,0.3261079788208008,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_153814\dense_forest_large_map_large_gap.png
large_map_small_gap,APF,False,0.0,279,0.2007896900177002,0.20079970359802246,collision_blocked,escape_step,feng,,,,0.0,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_153814\dense_forest_large_map_small_gap.png
large_map_small_gap,Hybrid A*,True,73.00376006185101,888,0.30429553985595703,0.30556678771972656,,,feng,,True,,0.3249056339263916,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_153814\dense_forest_large_map_small_gap.png
large_map_small_gap,D-Hybrid A*,True,64.97027922726814,331,0.08399415016174316,0.08426547050476074,,,feng,feng_fallback_to_stomp,False,,1.4314343929290771,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_153814\dense_forest_large_map_small_gap.png
large_map_small_gap,Informed RRT*,True,76.15897848085227,743,0.39020419120788574,0.3902418613433838,,shrink_step_time;reduce_goal_bias,feng,feng_fallback_to_stomp,False,,1.0080480575561523,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_153814\dense_forest_large_map_small_gap.png
small_map_large_gap,APF,True,21.346029646506704,99,0.030604124069213867,0.030620098114013672,,,feng,,False,,0.28279662132263184,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_153814\dense_forest_small_map_large_gap.png
small_map_large_gap,Hybrid A*,True,25.057931392035513,534,0.16126561164855957,0.16195130348205566,,,feng,,True,,0.3113586902618408,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_153814\dense_forest_small_map_large_gap.png
small_map_large_gap,D-Hybrid A*,True,21.9212034614448,159,0.03897738456726074,0.03913736343383789,,,feng,,True,,0.3598909378051758,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_153814\dense_forest_small_map_large_gap.png
small_map_large_gap,Informed RRT*,True,23.293595509554034,84,0.020873069763183594,0.020880460739135742,,shrink_step_time;reduce_goal_bias,feng,,False,,0.25723743438720703,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_153814\dense_forest_small_map_large_gap.png
small_map_small_gap,APF,True,24.14019515690379,117,0.029960155487060547,0.02997875213623047,,,feng,feng_fallback_to_stomp,False,,0.4648110866546631,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_153814\dense_forest_small_map_small_gap.png
small_map_small_gap,Hybrid A*,True,27.373606890116097,408,0.11358380317687988,0.11398482322692871,,,feng,feng_fallback_to_stomp,False,,0.5739326477050781,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_153814\dense_forest_small_map_small_gap.png
small_map_small_gap,D-Hybrid A*,True,24.102821510472246,1605,0.5254414081573486,0.5278546810150146,,downweight_dqn;expand_dqn_top_k;force_anchor_cooldown;force_anchor_cooldown;force_anchor_cooldown,feng,,False,,0.26511669158935547,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_153814\dense_forest_small_map_small_gap.png
small_map_small_gap,Informed RRT*,True,22.449442389100117,517,0.25513195991516113,0.2551553249359131,,shrink_step_time;reduce_goal_bias,feng,,False,,0.2541956901550293,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.4\examples\outputs\20260105_153814\dense_forest_small_map_small_gap.png
