variant,planner,success,path_length,expansions_or_nodes,time,time_wall,failure_reason,remediations,plot_path
large_map_large_gap,APF,True,67.31210360717226,312,0.35164785385131836,0.3526477813720703,,escape_step;escape_step;escape_step,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_201027\dense_forest_large_map_large_gap.png
large_map_large_gap,Hybrid A*,True,87.2395028289851,614,0.7756986618041992,0.7767159938812256,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_201027\dense_forest_large_map_large_gap.png
large_map_large_gap,Informed RRT*,True,74.24776447491475,1178,2.128694534301758,2.129706859588623,,explore_step;short_step_retry,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_201027\dense_forest_large_map_large_gap.png
large_map_small_gap,APF,True,69.74776261194252,323,0.2497551441192627,0.2497551441192627,,escape_step;escape_step,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_201027\dense_forest_large_map_small_gap.png
large_map_small_gap,Hybrid A*,True,82.29982661377093,583,0.6073627471923828,0.6098837852478027,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_201027\dense_forest_large_map_small_gap.png
large_map_small_gap,Informed RRT*,True,80.5287839495193,3953,9.108767747879028,9.109278440475464,,explore_step;short_step_retry,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_201027\dense_forest_large_map_small_gap.png
small_map_large_gap,APF,True,22.05530140621846,100,0.033841609954833984,0.033841609954833984,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_201027\dense_forest_small_map_large_gap.png
small_map_large_gap,Hybrid A*,True,22.408341089203066,1465,1.1774518489837646,1.1810226440429688,,relax_heuristic_weight;add_fine_primitives:0.35,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_201027\dense_forest_small_map_large_gap.png
small_map_large_gap,Informed RRT*,True,33.53841860459906,1519,1.3473443984985352,1.3473443984985352,,explore_step;short_step_retry,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_201027\dense_forest_small_map_large_gap.png
small_map_small_gap,APF,True,37.26697658960938,179,0.04734349250793457,0.04734349250793457,,escape_step;escape_step;escape_step;escape_step;escape_step;escape_step;escape_step;escape_step,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_201027\dense_forest_small_map_small_gap.png
small_map_small_gap,Hybrid A*,True,30.839587891386778,372,0.24570298194885254,0.24570298194885254,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_201027\dense_forest_small_map_small_gap.png
small_map_small_gap,Informed RRT*,True,27.200367080208363,1081,0.8469276428222656,0.8469276428222656,,explore_step;short_step_retry,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_201027\dense_forest_small_map_small_gap.png
