variant,planner,success,path_length,expansions_or_nodes,time,time_wall,failure_reason,remediations,plot_path
large_map_large_gap,APF,True,67.31210360717226,312,0.3066227436065674,0.3066883087158203,,escape_step;escape_step;escape_step,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_192341\dense_forest_large_map_large_gap.png
large_map_large_gap,Hybrid A*,True,87.2395028289851,614,0.7017405033111572,0.7033896446228027,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_192341\dense_forest_large_map_large_gap.png
large_map_large_gap,Informed RRT*,True,72.70099089542546,1161,1.384742259979248,1.384873628616333,,explore_step;short_step_retry,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_192341\dense_forest_large_map_large_gap.png
large_map_small_gap,APF,True,69.74776261194252,323,0.2927720546722412,0.29285478591918945,,escape_step;escape_step,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_192341\dense_forest_large_map_small_gap.png
large_map_small_gap,Hybrid A*,True,82.29982661377093,583,0.6819617748260498,0.6825566291809082,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_192341\dense_forest_large_map_small_gap.png
large_map_small_gap,Informed RRT*,True,67.83954248454907,1010,1.196124792098999,1.1962494850158691,,explore_step;short_step_retry,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_192341\dense_forest_large_map_small_gap.png
small_map_large_gap,APF,True,22.05530140621846,100,0.04445362091064453,0.04448366165161133,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_192341\dense_forest_small_map_large_gap.png
small_map_large_gap,Hybrid A*,True,22.408341089203066,1465,1.571913719177246,1.574507713317871,,relax_heuristic_weight;add_fine_primitives:0.35,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_192341\dense_forest_small_map_large_gap.png
small_map_large_gap,Informed RRT*,True,29.630119487164666,3916,7.0211451053619385,7.021451950073242,,explore_step;short_step_retry,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_192341\dense_forest_small_map_large_gap.png
small_map_small_gap,APF,True,37.26697658960938,179,0.06528592109680176,0.06534385681152344,,escape_step;escape_step;escape_step;escape_step;escape_step;escape_step;escape_step;escape_step,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_192341\dense_forest_small_map_small_gap.png
small_map_small_gap,Hybrid A*,True,30.839587891386778,372,0.3289783000946045,0.32939982414245605,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_192341\dense_forest_small_map_small_gap.png
small_map_small_gap,Informed RRT*,True,28.695532906175156,800,0.5550248622894287,0.5551104545593262,,explore_step;short_step_retry,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_192341\dense_forest_small_map_small_gap.png
