variant,planner,success,path_length,expansions_or_nodes,time,time_wall,failure_reason,remediations,plot_path
large_map_large_gap,APF,True,69.79523684545504,318,0.20575857162475586,0.20575857162475586,,escape_step,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_053402\dense_forest_large_map_large_gap.png
large_map_large_gap,Hybrid A*,True,87.17864473769977,488,0.28824639320373535,0.2894327640533447,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_053402\dense_forest_large_map_large_gap.png
large_map_large_gap,Informed RRT*,True,87.98487659170742,933,3.7185440063476562,3.7185440063476562,,explore_step;short_step_retry,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_053402\dense_forest_large_map_large_gap.png
large_map_small_gap,APF,True,71.19026030258777,327,0.26618409156799316,0.26618409156799316,,escape_step,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_053402\dense_forest_large_map_small_gap.png
large_map_small_gap,Hybrid A*,True,82.3163054806573,896,0.7085580825805664,0.7095606327056885,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_053402\dense_forest_large_map_small_gap.png
large_map_small_gap,Informed RRT*,False,0.0,4602,18.109984159469604,18.111488819122314,timeout,explore_step;short_step_retry,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_053402\dense_forest_large_map_small_gap.png
small_map_large_gap,APF,True,22.168076536228398,100,0.03178906440734863,0.03178906440734863,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_053402\dense_forest_small_map_large_gap.png
small_map_large_gap,Hybrid A*,True,29.529440616239338,302,0.16559457778930664,0.16678857803344727,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_053402\dense_forest_small_map_large_gap.png
small_map_large_gap,Informed RRT*,True,33.70125254179258,322,0.20940756797790527,0.20940756797790527,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_053402\dense_forest_small_map_large_gap.png
small_map_small_gap,APF,True,25.585435882283846,116,0.03314518928527832,0.03314518928527832,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_053402\dense_forest_small_map_small_gap.png
small_map_small_gap,Hybrid A*,True,26.64375997608688,420,0.21528100967407227,0.21629095077514648,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_053402\dense_forest_small_map_small_gap.png
small_map_small_gap,Informed RRT*,True,28.65948056465824,1287,2.852287530899048,2.852287530899048,,short_step_retry;explore_step,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_053402\dense_forest_small_map_small_gap.png
real_env1,APF,True,38.87452910031159,174,0.030171871185302734,0.030171871185302734,,escape_step;escape_step;escape_step;escape_step;escape_step;escape_step;escape_step;escape_step,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_053402\dense_forest_real_env1.png
real_env1,Hybrid A*,True,35.21573342389547,291,0.15661907196044922,0.1576220989227295,,,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_053402\dense_forest_real_env1.png
real_env1,Informed RRT*,True,44.7516811462073,951,3.514191150665283,3.514191150665283,,explore_step;short_step_retry,D:\BaiduSyncdisk\study\phdprojec\pathplan_1.8\examples\outputs\20260117_053402\dense_forest_real_env1.png
